http://www.w3.org/ns/prov#wasDerivedFrom	http://purl.org/dc/elements/1.1/format	WoCID	DOI	Citation	X	Y	Accuracy	Crayfish_scientific_name	Pathogen_symbiont_present	Year_of_observation	Contributor
line:xlsx:hash://sha256/9e39c455e1ff8023d824acd57a86651c913869a6fbf3ed7b6e320cc778cac072!/Sheet1!/L229	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	WI2021	https://www.fishhealth.ie/fhu/sites/default/files/FHU_Files/Report%20National%20Crayfish%20Plague%20Surveillance%20program%202018_2019%20-%20Final.pdf	White, S.; Griffin, B.; Swords, F.; O’Toole, C.; Morrissey, T.; Cheslett, D.; Geary, M.; Brenan, A.; Viljamaa-Dirks, S.; Panteleit, J.; et al. The National Crayfish Plague Surveillance Program, Ireland—2018–2019; Marine Institute: Galway, Ireland, 2020; p. 32	52.521667	-8.94427	High	Austropotamobius pallipes	Aphanomyces astaci	2017	Daniel J. Brady
line:xlsx:hash://sha256/9e39c455e1ff8023d824acd57a86651c913869a6fbf3ed7b6e320cc778cac072!/Sheet1!/L230	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	WI2022	https://www.fishhealth.ie/fhu/sites/default/files/FHU_Files/Report%20National%20Crayfish%20Plague%20Surveillance%20program%202018_2019%20-%20Final.pdf	White, S.; Griffin, B.; Swords, F.; O’Toole, C.; Morrissey, T.; Cheslett, D.; Geary, M.; Brenan, A.; Viljamaa-Dirks, S.; Panteleit, J.; et al. The National Crayfish Plague Surveillance Program, Ireland—2018–2019; Marine Institute: Galway, Ireland, 2020; p. 32	52.69999	-6.98059	High	Austropotamobius pallipes	Aphanomyces astaci	2017	Daniel J. Brady
line:xlsx:hash://sha256/9e39c455e1ff8023d824acd57a86651c913869a6fbf3ed7b6e320cc778cac072!/Sheet1!/L231	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	WI2023	https://www.fishhealth.ie/fhu/sites/default/files/FHU_Files/Report%20National%20Crayfish%20Plague%20Surveillance%20program%202018_2019%20-%20Final.pdf	White, S.; Griffin, B.; Swords, F.; O’Toole, C.; Morrissey, T.; Cheslett, D.; Geary, M.; Brenan, A.; Viljamaa-Dirks, S.; Panteleit, J.; et al. The National Crayfish Plague Surveillance Program, Ireland—2018–2019; Marine Institute: Galway, Ireland, 2020; p. 32	53.091301	-8.12434	High	Austropotamobius pallipes	Aphanomyces astaci	2017	Daniel J. Brady

http://www.w3.org/ns/prov#wasDerivedFrom	http://purl.org/dc/elements/1.1/format	WoCID	DOI	Citation	X	Y	Accuracy	Crayfish_scientific_name	Pathogen_symbiont_present	Year_of_observation	Contributor
line:xlsx:hash://sha256/9e39c455e1ff8023d824acd57a86651c913869a6fbf3ed7b6e320cc778cac072!/Sheet1!/L232	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	WI3501	10.1016/S0044-8486(97)00153-1	Lilley, J. H., Cerenius, L., & Söderhäll, K. (1997). RAPD evidence for the origin of crayfish plague outbreaks in Britain. Aquaculture, 157(3-4), 181-185.	52.21513889	-2.99319444	Low	Austropotamobius pallipes	Aphanomyces astaci	1990	Hossein Masigol
line:xlsx:hash://sha256/9e39c455e1ff8023d824acd57a86651c913869a6fbf3ed7b6e320cc778cac072!/Sheet1!/L233	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	WI3503	10.1016/j.biocon.2018.04.009	Robinson, C. V., Webster, T. M. U., Cable, J., James, J., & Consuegra, S. (2018). Simultaneous detection of invasive signal crayfish, endangered white-clawed crayfish and the crayfish plague pathogen using environmental DNA. Biological Conservation, 222, 241-252.	52.05397222	-3.17638889	Low	Austropotamobius pallipes	Aphanomyces astaci	2015	Hossein Masigol
line:xlsx:hash://sha256/9e39c455e1ff8023d824acd57a86651c913869a6fbf3ed7b6e320cc778cac072!/Sheet1!/L234	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	WA4069	10.1017/S0031182018000227	Makkonen, J., Jussila, J., Panteleit, J., Keller, N. S., Schrimpf, A., Theissinger, K., ... & Kokko, H. (2018). MtDNA allows the sensitive detection and haplotyping of the crayfish plague disease agent Aphanomyces astaci showing clues about its origin and	47.74	14.16	Low	Austropotamobius torrentium	Aphanomyces astaci	2013	Mihaela C. Ion
line:xlsx:hash://sha256/9e39c455e1ff8023d824acd57a86651c913869a6fbf3ed7b6e320cc778cac072!/Sheet1!/L235	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	WA4070	10.1017/S0031182018000227	Makkonen, J., Jussila, J., Panteleit, J., Keller, N. S., Schrimpf, A., Theissinger, K., ... & Kokko, H. (2018). MtDNA allows the sensitive detection and haplotyping of the crayfish plague disease agent Aphanomyces astaci showing clues about its origin and	47.97	14.33	Low	Austropotamobius torrentium	Aphanomyces astaci	2014	Mihaela C. Ion
line:xlsx:hash://sha256/9e39c455e1ff8023d824acd57a86651c913869a6fbf3ed7b6e320cc778cac072!/Sheet1!/L236	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	WA4071	10.3354/dao02955	Maguire, I., Jelic, M., Klobučar, G., Delpy, M., Delaunay, C. and Grandjean, F. 2016. Prevalence of the pathogen Aphanomyces astaci in freshwater crayfish populations in Croatia. Diseases of Aquatic Organisms. 118(1), 45-53(1), 45-53.	45.866	15.9473	High	Austropotamobius torrentium	Aphanomyces astaci	2012	Mihaela C. Ion
line:xlsx:hash://sha256/9e39c455e1ff8023d824acd57a86651c913869a6fbf3ed7b6e320cc778cac072!/Sheet1!/L237	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	WA4072	10.1016/j.vetmic.2014.02.020	Grandjean, F., Vrålstad, T., Dieguez-Uribeondo, J., Jelić, M., Mangombi, J., Delaunay, C., ... & Petrusek, A. (2014). Microsatellite markers for direct genotyping of the crayfish plague pathogen Aphanomyces astaci (Oomycetes) from infected host tissues. Veterinary Microbiology, 170(3-4), 317-324.	50.177	14.253	High	Austropotamobius torrentium	Aphanomyces astaci	2009	Mihaela C. Ion
line:xlsx:hash://sha256/9e39c455e1ff8023d824acd57a86651c913869a6fbf3ed7b6e320cc778cac072!/Sheet1!/L238	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	WA4073	10.1016/j.aquaculture.2007.11.015	Kozubíková, E., Petrusek, A., Ďuriš, Z., Martín, M. P., Diéguez-Uribeondo, J., & Oidtmann, B. (2008). The old menace is back: recent crayfish plague outbreaks in the Czech Republic. Aquaculture, 274(2-4), 208-217.	49.965	13.82	High	Austropotamobius torrentium	Aphanomyces astaci	2005	Mihaela C. Ion
line:xlsx:hash://sha256/9e39c455e1ff8023d824acd57a86651c913869a6fbf3ed7b6e320cc778cac072!/Sheet1!/L239	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	WA4074	10.1016/j.jip.2020.107390	Mojžišová, M., Mrugała, A., Kozubíková-Balcarová, E., Vlach, P., Svobodová, J., Kouba, A., & Petrusek, A. (2020). Crayfish plague in Czechia: Outbreaks from novel sources and testing for chronic infections. Journal of invertebrate pathology, 173, 107390.	49.999	14.318	High	Austropotamobius torrentium	Aphanomyces astaci	2017	Mihaela C. Ion
line:xlsx:hash://sha256/9e39c455e1ff8023d824acd57a86651c913869a6fbf3ed7b6e320cc778cac072!/Sheet1!/L240	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	WA4075	10.1016/j.jip.2020.107390	Mojžišová, M., Mrugała, A., Kozubíková-Balcarová, E., Vlach, P., Svobodová, J., Kouba, A., & Petrusek, A. (2020). Crayfish plague in Czechia: Outbreaks from novel sources and testing for chronic infections. Journal of invertebrate pathology, 173, 107390.	49.897	13.89	High	Austropotamobius torrentium	Aphanomyces astaci	2018	Mihaela C. Ion
line:xlsx:hash://sha256/9e39c455e1ff8023d824acd57a86651c913869a6fbf3ed7b6e320cc778cac072!/Sheet1!/L241	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	WA4076	10.1016/j.jip.2020.107390	Mojžišová, M., Mrugała, A., Kozubíková-Balcarová, E., Vlach, P., Svobodová, J., Kouba, A., & Petrusek, A. (2020). Crayfish plague in Czechia: Outbreaks from novel sources and testing for chronic infections. Journal of invertebrate pathology, 173, 107390.	49.663	13.551	High	Austropotamobius torrentium	Aphanomyces astaci	2016	Mihaela C. Ion
line:xlsx:hash://sha256/9e39c455e1ff8023d824acd57a86651c913869a6fbf3ed7b6e320cc778cac072!/Sheet1!/L242	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	WA4077	10.1017/S0031182018000227	Makkonen, J., Jussila, J., Panteleit, J., Keller, N. S., Schrimpf, A., Theissinger, K., ... & Kokko, H. (2018). MtDNA allows the sensitive detection and haplotyping of the crayfish plague disease agent Aphanomyces astaci showing clues about its origin and	50.43	10.01	Low	Austropotamobius torrentium	Aphanomyces astaci	2013	Mihaela C. Ion
line:xlsx:hash://sha256/9e39c455e1ff8023d824acd57a86651c913869a6fbf3ed7b6e320cc778cac072!/Sheet1!/L243	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	WA4078	10.1016/j.jip.2017.07.003	Jussila, J., Vrezec, A., Jaklič, T., Kukkonen, H., Makkonen, J., & Kokko, H. (2017). Aphanomyces astaci isolate from latently infected stone crayfish (Austropotamobius torrentium) population is virulent. Journal of invertebrate pathology, 149, 15-20.	45.902	14.38	High	Austropotamobius torrentium	Aphanomyces astaci	2014	Mihaela C. Ion
line:xlsx:hash://sha256/9e39c455e1ff8023d824acd57a86651c913869a6fbf3ed7b6e320cc778cac072!/Sheet1!/L244	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	WI3480	10.1051/kmae/2021026 	Groza, M. I., Cupșa, D., Lovrenčić, L., & Maguire, I. (2021). First record of the stone crayfish in the Romanian lowlands. Knowledge & Management of Aquatic Ecosystems, (422), 27.	44.4101	22.5396	High	Austropotamobius torrentium	Aphanomyces astaci	2018	Lucian Pârvulescu
line:xlsx:hash://sha256/9e39c455e1ff8023d824acd57a86651c913869a6fbf3ed7b6e320cc778cac072!/Sheet1!/L245	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	WH5082	10.1371/jourl.pone.0070157	Filipova, L., Petrusek, A., Matasova, K., Delaunay, C., & Grandjean, F. (2013). Prevalence of the crayfish plague pathogen Aphanomyces astaci in populations of the signal crayfish Pacifastacus leniusculus in France: evaluating the threat to native crayfish. PLoS One, 8(7), e70157.	48.93333333	7.5	High	Faxonius immunis	Aphanomyces astaci	2010	Frédéric Grandjean
line:xlsx:hash://sha256/9e39c455e1ff8023d824acd57a86651c913869a6fbf3ed7b6e320cc778cac072!/Sheet1!/L246	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	WB2856	10.1016/j.jip.2011.08.002	Kozubíková, E., Viljamaa-Dirks, S., Heinikainen, S., & Petrusek, A. (2011). Spiny-cheek crayfish Orconectes limosus carry a novel genotype of the crayfish plague pathogen Aphanomyces astaci. Journal of Invertebrate Pathology, 108(3), 214-216.	50.188	14.047	High	Faxonius limosus	Aphanomyces astaci	2006	Mihaela C. Ion

http://www.w3.org/ns/prov#wasDerivedFrom	http://purl.org/dc/elements/1.1/format	WoCID	URL	Citation	X	Y	Accuracy	Crayfish_scientific_name	Pathogen_symbiont_present	Year_of_observation	Contributor
line:xlsx:hash://sha256/9e39c455e1ff8023d824acd57a86651c913869a6fbf3ed7b6e320cc778cac072!/Sheet1!/L247	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	WH0861	https://www.researchgate.net/publication/327916018_La_situation_des_ecrevisses_en_France_-_Resultats_de_l%27enquete_tiole_2014	Collas M., Burgun V., Poulet N., PenilL C., Grandjean F. (2015) - La situationdes écrevisses en France, Résultats de l’enquête nationale 2014. Rapport technique, OfficeNational de l’Eau et des Milieux Aquatiques, Vincennes.	50.962	2.136	High	Faxonius limosus	Aphanomyces astaci	2019	Frédéric Grandjean

http://www.w3.org/ns/prov#wasDerivedFrom	http://purl.org/dc/elements/1.1/format	WoCID	DOI	Citation	X	Y	Accuracy	Crayfish_scientific_name	Pathogen_symbiont_present	Year_of_observation	Contributor
line:xlsx:hash://sha256/9e39c455e1ff8023d824acd57a86651c913869a6fbf3ed7b6e320cc778cac072!/Sheet1!/L248	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	WI1668	10.1016/j.jip.2023.108040	Mojžišová, M., Weiperth, A., Gebauer, R., Laffitte, M., Patoka, J., Grandjean, F., ... & Petrusek, A. (2024). Diversity and distribution of Aphanomyces astaci in a European hotspot of ornamental crayfish introductions. Journal of Invertebrate Pathology, 202, 108040.	47.6426	19.074	High	Faxonius limosus	Aphanomyces astaci	2018	Denis Șadrin
line:xlsx:hash://sha256/9e39c455e1ff8023d824acd57a86651c913869a6fbf3ed7b6e320cc778cac072!/Sheet1!/L249	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	WI1669	10.1016/j.jip.2023.108040	Mojžišová, M., Weiperth, A., Gebauer, R., Laffitte, M., Patoka, J., Grandjean, F., ... & Petrusek, A. (2024). Diversity and distribution of Aphanomyces astaci in a European hotspot of ornamental crayfish introductions. Journal of Invertebrate Pathology, 202, 108040.	47.6456	19.0688	High	Faxonius limosus	Aphanomyces astaci	2018	Denis Șadrin
line:xlsx:hash://sha256/9e39c455e1ff8023d824acd57a86651c913869a6fbf3ed7b6e320cc778cac072!/Sheet1!/L250	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	WI1670	10.1016/j.jip.2023.108040	Mojžišová, M., Weiperth, A., Gebauer, R., Laffitte, M., Patoka, J., Grandjean, F., ... & Petrusek, A. (2024). Diversity and distribution of Aphanomyces astaci in a European hotspot of ornamental crayfish introductions. Journal of Invertebrate Pathology, 202, 108040.	47.7688	19.1376	High	Faxonius limosus	Aphanomyces astaci	2018	Denis Șadrin
line:xlsx:hash://sha256/9e39c455e1ff8023d824acd57a86651c913869a6fbf3ed7b6e320cc778cac072!/Sheet1!/L251	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	WK1445	10.1051/kmae:2006033 	Hefti, D., & Stucki, P. (2006). Crayfish management for Swiss waters. Bulletin Français de la Pêche et de la Pisciculture, (380-381), 937-950.	46.50453132	6.684058119	Low	Faxonius limosus	Aphanomyces astaci	2004	Mihaela C. Ion
line:xlsx:hash://sha256/9e39c455e1ff8023d824acd57a86651c913869a6fbf3ed7b6e320cc778cac072!/Sheet1!/L252	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	WK1446	10.1051/kmae:2006033 	Hefti, D., & Stucki, P. (2006). Crayfish management for Swiss waters. Bulletin Français de la Pêche et de la Pisciculture, (380-381), 937-950.	46.68854454	7.096688036	Low	Faxonius limosus	Aphanomyces astaci	2004	Mihaela C. Ion
line:xlsx:hash://sha256/9e39c455e1ff8023d824acd57a86651c913869a6fbf3ed7b6e320cc778cac072!/Sheet1!/L253	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	WK1447	10.1051/kmae:2006033 	Hefti, D., & Stucki, P. (2006). Crayfish management for Swiss waters. Bulletin Français de la Pêche et de la Pisciculture, (380-381), 937-950.	46.69567316	7.891014289	Low	Faxonius limosus	Aphanomyces astaci	2004	Mihaela C. Ion
line:xlsx:hash://sha256/9e39c455e1ff8023d824acd57a86651c913869a6fbf3ed7b6e320cc778cac072!/Sheet1!/L254	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	WK1448	10.1051/kmae:2006033 	Hefti, D., & Stucki, P. (2006). Crayfish management for Swiss waters. Bulletin Français de la Pêche et de la Pisciculture, (380-381), 937-950.	46.70292	7.8636	Low	Faxonius limosus	Aphanomyces astaci	2004	Mihaela C. Ion
line:xlsx:hash://sha256/9e39c455e1ff8023d824acd57a86651c913869a6fbf3ed7b6e320cc778cac072!/Sheet1!/L255	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	WK1449	10.1051/kmae:2006033 	Hefti, D., & Stucki, P. (2006). Crayfish management for Swiss waters. Bulletin Français de la Pêche et de la Pisciculture, (380-381), 937-950.	46.8476419	7.151341005	Low	Faxonius limosus	Aphanomyces astaci	2004	Mihaela C. Ion
line:xlsx:hash://sha256/9e39c455e1ff8023d824acd57a86651c913869a6fbf3ed7b6e320cc778cac072!/Sheet1!/L256	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	WK1450	10.1051/kmae:2006033 	Hefti, D., & Stucki, P. (2006). Crayfish management for Swiss waters. Bulletin Français de la Pêche et de la Pisciculture, (380-381), 937-950.	46.9316797	7.083024794	Low	Faxonius limosus	Aphanomyces astaci	2004	Mihaela C. Ion
line:xlsx:hash://sha256/9e39c455e1ff8023d824acd57a86651c913869a6fbf3ed7b6e320cc778cac072!/Sheet1!/L257	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	WK1451	10.1051/kmae:2006033 	Hefti, D., & Stucki, P. (2006). Crayfish management for Swiss waters. Bulletin Français de la Pêche et de la Pisciculture, (380-381), 937-950.	46.97644602	6.883541457	Low	Faxonius limosus	Aphanomyces astaci	2004	Mihaela C. Ion
line:xlsx:hash://sha256/9e39c455e1ff8023d824acd57a86651c913869a6fbf3ed7b6e320cc778cac072!/Sheet1!/L258	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	WK1452	10.1051/kmae:2006033 	Hefti, D., & Stucki, P. (2006). Crayfish management for Swiss waters. Bulletin Français de la Pêche et de la Pisciculture, (380-381), 937-950.	47.00416742	9.511750273	Low	Faxonius limosus	Aphanomyces astaci	2004	Mihaela C. Ion
line:xlsx:hash://sha256/9e39c455e1ff8023d824acd57a86651c913869a6fbf3ed7b6e320cc778cac072!/Sheet1!/L259	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	WK1453	10.1051/kmae:2006033 	Hefti, D., & Stucki, P. (2006). Crayfish management for Swiss waters. Bulletin Français de la Pêche et de la Pisciculture, (380-381), 937-950.	47.11996728	7.198451864	Low	Faxonius limosus	Aphanomyces astaci	2004	Mihaela C. Ion
line:xlsx:hash://sha256/9e39c455e1ff8023d824acd57a86651c913869a6fbf3ed7b6e320cc778cac072!/Sheet1!/L260	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	WK1454	10.1051/kmae:2006033 	Hefti, D., & Stucki, P. (2006). Crayfish management for Swiss waters. Bulletin Français de la Pêche et de la Pisciculture, (380-381), 937-950.	47.14733168	7.359350205	Low	Faxonius limosus	Aphanomyces astaci	2004	Mihaela C. Ion
line:xlsx:hash://sha256/9e39c455e1ff8023d824acd57a86651c913869a6fbf3ed7b6e320cc778cac072!/Sheet1!/L261	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	WK1455	10.1051/kmae:2006033 	Hefti, D., & Stucki, P. (2006). Crayfish management for Swiss waters. Bulletin Français de la Pêche et de la Pisciculture, (380-381), 937-950.	47.23869205	7.659613618	Low	Faxonius limosus	Aphanomyces astaci	2004	Mihaela C. Ion
line:xlsx:hash://sha256/9e39c455e1ff8023d824acd57a86651c913869a6fbf3ed7b6e320cc778cac072!/Sheet1!/L262	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	WK1456	10.1051/kmae:2006033 	Hefti, D., & Stucki, P. (2006). Crayfish management for Swiss waters. Bulletin Français de la Pêche et de la Pisciculture, (380-381), 937-950.	47.47106013	7.151231699	Low	Faxonius limosus	Aphanomyces astaci	2004	Mihaela C. Ion
line:xlsx:hash://sha256/9e39c455e1ff8023d824acd57a86651c913869a6fbf3ed7b6e320cc778cac072!/Sheet1!/L263	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	WK1457	10.1051/kmae:2006033 	Hefti, D., & Stucki, P. (2006). Crayfish management for Swiss waters. Bulletin Français de la Pêche et de la Pisciculture, (380-381), 937-950.	47.58914593	8.573083343	Low	Faxonius limosus	Aphanomyces astaci	2004	Mihaela C. Ion
line:xlsx:hash://sha256/9e39c455e1ff8023d824acd57a86651c913869a6fbf3ed7b6e320cc778cac072!/Sheet1!/L264	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	WH5083	10.3391/bir.2023.12.2.10 	Laffitte, M., Baudry, T., Guilmet, M., Andrieu, T., Poulet, N., Duperray, T., ... & Grandjean, F. (2023). A new invader in freshwater ecosystems in France: the rusty crayfish Faxonius rusticus (Girard, 1852). BioInvasions Records, 12(2), 457-468.	44.31	2.63055556	High	Faxonius rusticus	Aphanomyces astaci	2019	Frédéric Grandjean
line:xlsx:hash://sha256/9e39c455e1ff8023d824acd57a86651c913869a6fbf3ed7b6e320cc778cac072!/Sheet1!/L265	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	WH5084	10.3391/bir.2023.12.2.10	Laffitte, M., Baudry, T., Guilmet, M., Andrieu, T., Poulet, N., Duperray, T., ... & Grandjean, F. (2023). A new invader in freshwater ecosystems in France: the rusty crayfish Faxonius rusticus (Girard, 1852). BioInvasions Records, 12(2), 457-468.	44.312	2.631	High	Faxonius rusticus	Aphanomyces astaci	2019	Frédéric Grandjean
